"","Date","n"
"1522",2020-05-27 17:04:00,9
"1523",2020-05-27 17:05:00,10
"1524",2020-05-27 17:06:00,13
"1525",2020-05-27 17:07:00,15
"1526",2020-05-27 17:17:00,2
"1527",2020-05-27 17:18:00,9
"1528",2020-05-27 17:19:00,10
"1529",2020-05-27 17:20:00,12
"1530",2020-05-27 17:21:00,8
"1531",2020-05-27 17:22:00,8
"1532",2020-05-27 17:23:00,9
"1533",2020-05-27 17:24:00,20
"1534",2020-05-27 17:25:00,7
"1535",2020-05-27 17:26:00,10
"1536",2020-05-27 17:27:00,9
"1537",2020-05-27 17:28:00,6
"1538",2020-05-27 17:29:00,11
"1539",2020-05-27 17:30:00,8
"1540",2020-05-27 17:38:00,2
"1541",2020-05-27 17:39:00,10
"1542",2020-05-27 17:40:00,7
"1543",2020-05-27 17:41:00,11
"1544",2020-05-27 17:42:00,12
"1545",2020-05-27 17:43:00,18
"1546",2020-05-27 17:44:00,8
"1547",2020-05-27 17:45:00,8
"1548",2020-05-27 17:46:00,11
"1549",2020-05-27 17:47:00,10
"1550",2020-05-27 17:48:00,15
"1551",2020-05-27 17:49:00,5
"1552",2020-05-27 17:56:00,6
"1553",2020-05-27 17:57:00,9
"1554",2020-05-27 17:58:00,5
"1555",2020-05-27 17:59:00,9
"1556",2020-05-27 18:00:00,7
"1557",2020-05-27 18:01:00,7
"1558",2020-05-27 18:02:00,8
"1559",2020-05-27 18:03:00,12
"1560",2020-05-27 18:04:00,7
"1561",2020-05-27 18:05:00,15
"1562",2020-05-27 18:06:00,10
"1563",2020-05-27 18:07:00,13
"1564",2020-05-27 18:08:00,9
"1565",2020-05-27 18:09:00,11
"1566",2020-05-27 18:10:00,15
"1567",2020-05-27 18:11:00,11
"1568",2020-05-27 18:12:00,9
"1569",2020-05-27 18:13:00,6
"1570",2020-05-27 18:14:00,5
"1571",2020-05-27 18:15:00,7
"1572",2020-05-27 18:16:00,12
"1573",2020-05-27 18:17:00,15
"1574",2020-05-27 18:18:00,9
"1575",2020-05-27 18:19:00,12
"1576",2020-05-27 18:20:00,10
"1577",2020-05-27 18:21:00,11
"1578",2020-05-27 18:22:00,11
"1579",2020-05-27 18:23:00,14
"1580",2020-05-27 18:24:00,8
"1581",2020-05-27 18:25:00,9
"1582",2020-05-27 18:26:00,9
"1583",2020-05-27 18:27:00,10
"1584",2020-05-27 18:28:00,8
"1585",2020-05-27 18:29:00,10
"1586",2020-05-27 18:30:00,9
"1587",2020-05-27 18:31:00,12
"1588",2020-05-27 18:32:00,8
"1589",2020-05-27 18:33:00,14
"1590",2020-05-27 18:34:00,10
"1591",2020-05-27 18:35:00,7
"1592",2020-05-27 18:36:00,10
"1593",2020-05-27 18:37:00,10
"1594",2020-05-27 18:38:00,19
"1595",2020-05-27 18:39:00,8
"1596",2020-05-27 18:40:00,13
"1597",2020-05-27 18:41:00,11
"1598",2020-05-27 18:42:00,10
"1599",2020-05-27 18:43:00,9
"1600",2020-05-27 18:44:00,5
"1601",2020-05-27 18:45:00,11
"1602",2020-05-27 18:46:00,9
"1603",2020-05-27 18:47:00,13
"1604",2020-05-27 18:48:00,11
"1605",2020-05-27 18:49:00,10
"1606",2020-05-27 18:50:00,11
"1607",2020-05-27 18:51:00,12
"1608",2020-05-27 18:52:00,12
"1609",2020-05-27 18:53:00,8
"1610",2020-05-27 18:54:00,8
"1611",2020-05-27 18:55:00,10
"1612",2020-05-27 18:56:00,12
"1613",2020-05-27 18:57:00,13
"1614",2020-05-27 18:58:00,5
"1615",2020-05-27 18:59:00,11
"1616",2020-05-27 19:00:00,15
"1617",2020-05-27 19:01:00,13
"1618",2020-05-27 19:02:00,5
"1619",2020-05-27 19:03:00,13
"1620",2020-05-27 19:04:00,8
"1621",2020-05-27 19:05:00,13
"1622",2020-05-27 19:06:00,7
"1623",2020-05-27 19:07:00,11
"1624",2020-05-27 19:08:00,6
"1625",2020-05-27 19:09:00,9
"1626",2020-05-27 19:10:00,11
"1627",2020-05-27 19:11:00,7
"1628",2020-05-27 19:12:00,18
"1629",2020-05-27 19:13:00,9
"1630",2020-05-27 19:14:00,8
"1631",2020-05-27 19:15:00,10
"1632",2020-05-27 19:16:00,8
"1633",2020-05-27 19:17:00,7
"1634",2020-05-27 19:18:00,6
"1635",2020-05-27 19:19:00,8
"1636",2020-05-27 19:20:00,8
"1637",2020-05-27 19:21:00,3
"1638",2020-05-27 19:22:00,9
"1639",2020-05-27 19:23:00,11
"1640",2020-05-27 19:24:00,8
"1641",2020-05-27 19:25:00,9
"1642",2020-05-27 19:26:00,11
"1643",2020-05-27 19:27:00,10
"1644",2020-05-27 19:28:00,9
"1645",2020-05-27 19:29:00,10
"1646",2020-05-27 19:30:00,5
"1647",2020-05-27 19:31:00,9
"1648",2020-05-27 19:32:00,13
"1649",2020-05-27 19:33:00,14
"1650",2020-05-27 19:34:00,16
"1651",2020-05-27 19:35:00,10
"1652",2020-05-27 19:36:00,19
"1653",2020-05-27 19:37:00,6
"1654",2020-05-27 19:38:00,6
"1655",2020-05-27 19:39:00,10
"1656",2020-05-27 19:40:00,9
"1657",2020-05-27 19:41:00,6
"1658",2020-05-27 19:42:00,11
"1659",2020-05-27 19:43:00,13
"1660",2020-05-27 19:44:00,10
"1661",2020-05-27 19:45:00,15
"1662",2020-05-27 19:46:00,10
"1663",2020-05-27 19:47:00,8
"1664",2020-05-27 19:48:00,12
"1665",2020-05-27 19:49:00,4
"1666",2020-05-27 19:50:00,10
"1667",2020-05-27 19:51:00,7
"1668",2020-05-27 19:52:00,6
"1669",2020-05-27 19:53:00,7
"1670",2020-05-27 19:54:00,12
"1671",2020-05-27 19:55:00,5
"1672",2020-05-27 19:56:00,8
"1673",2020-05-27 19:57:00,7
"1674",2020-05-27 19:58:00,13
"1675",2020-05-27 19:59:00,11
"1676",2020-05-27 20:00:00,10
"1677",2020-05-27 20:01:00,12
"1678",2020-05-27 20:02:00,6
"1679",2020-05-27 20:03:00,5
"1680",2020-05-27 20:04:00,8
"1681",2020-05-27 20:05:00,8
"1682",2020-05-27 20:06:00,8
"1683",2020-05-27 20:07:00,7
"1684",2020-05-27 20:08:00,7
"1685",2020-05-27 20:09:00,13
"1686",2020-05-27 20:10:00,9
"1687",2020-05-27 20:11:00,7
"1688",2020-05-27 20:12:00,7
"1689",2020-05-27 20:13:00,7
"1690",2020-05-27 20:14:00,4
"1691",2020-05-27 20:15:00,10
"1692",2020-05-27 20:16:00,11
"1693",2020-05-27 20:17:00,7
"1694",2020-05-27 20:18:00,4
"1695",2020-05-27 20:19:00,6
"1696",2020-05-27 20:20:00,8
"1697",2020-05-27 20:21:00,11
"1698",2020-05-27 20:22:00,9
"1699",2020-05-27 20:23:00,11
"1700",2020-05-27 20:24:00,10
"1701",2020-05-27 20:25:00,7
"1702",2020-05-27 20:26:00,7
"1703",2020-05-27 20:27:00,8
"1704",2020-05-27 20:28:00,6
"1705",2020-05-27 20:29:00,9
"1706",2020-05-27 20:30:00,9
"1707",2020-05-27 20:31:00,8
"1708",2020-05-27 20:32:00,8
"1709",2020-05-27 20:33:00,6
"1710",2020-05-27 20:34:00,8
"1711",2020-05-27 20:35:00,8
"1712",2020-05-27 20:36:00,8
"1713",2020-05-27 20:37:00,9
"1714",2020-05-27 20:38:00,8
"1715",2020-05-27 20:39:00,7
"1716",2020-05-27 20:40:00,6
"1717",2020-05-27 20:41:00,16
"1718",2020-05-27 20:42:00,12
"1719",2020-05-27 20:43:00,8
"1720",2020-05-27 20:44:00,10
"1721",2020-05-27 20:45:00,3
"1722",2020-05-27 20:46:00,9
"1723",2020-05-27 20:47:00,16
"1724",2020-05-27 20:48:00,13
"1725",2020-05-27 20:49:00,11
"1726",2020-05-27 20:50:00,6
"1727",2020-05-27 20:51:00,7
"1728",2020-05-27 20:52:00,9
"1729",2020-05-27 20:53:00,10
"1730",2020-05-27 20:54:00,5
"1731",2020-05-27 20:55:00,11
"1732",2020-05-27 20:56:00,7
"1733",2020-05-27 20:57:00,5
"1734",2020-05-27 20:58:00,8
"1735",2020-05-27 20:59:00,11
"1736",2020-05-27 21:00:00,12
"1737",2020-05-27 21:01:00,6
"1738",2020-05-27 21:02:00,10
"1739",2020-05-27 21:03:00,15
"1740",2020-05-27 21:04:00,11
"1741",2020-05-27 21:05:00,10
"1742",2020-05-27 21:06:00,13
"1743",2020-05-27 21:07:00,10
"1744",2020-05-27 21:08:00,9
"1745",2020-05-27 21:09:00,4
"1746",2020-05-27 21:10:00,7
"1747",2020-05-27 21:11:00,4
"1748",2020-05-27 21:12:00,12
"1749",2020-05-27 21:13:00,6
"1750",2020-05-27 21:14:00,8
"1751",2020-05-27 21:15:00,5
"1752",2020-05-27 21:16:00,2
"1753",2020-05-27 21:17:00,7
"1754",2020-05-27 21:18:00,5
"1755",2020-05-27 21:19:00,8
"1756",2020-05-27 21:20:00,8
"1757",2020-05-27 21:21:00,8
"1758",2020-05-27 21:22:00,8
"1759",2020-05-27 21:23:00,6
"1760",2020-05-27 21:24:00,7
"1761",2020-05-27 21:25:00,6
"1762",2020-05-27 21:26:00,7
"1763",2020-05-27 21:27:00,9
"1764",2020-05-27 21:28:00,5
"1765",2020-05-27 21:29:00,11
"1766",2020-05-27 21:30:00,8
"1767",2020-05-27 21:31:00,9
"1768",2020-05-27 21:32:00,10
"1769",2020-05-27 21:33:00,11
"1770",2020-05-27 21:34:00,7
"1771",2020-05-27 21:35:00,13
"1772",2020-05-27 21:36:00,8
"1773",2020-05-27 21:37:00,6
"1774",2020-05-27 21:38:00,6
"1775",2020-05-27 21:39:00,7
"1776",2020-05-27 21:40:00,6
"1777",2020-05-27 21:41:00,10
"1778",2020-05-27 21:42:00,12
"1779",2020-05-27 21:43:00,9
"1780",2020-05-27 21:44:00,4
"1781",2020-05-27 21:45:00,10
"1782",2020-05-27 21:46:00,4
"1783",2020-05-27 21:47:00,3
"1784",2020-05-27 21:48:00,7
"1785",2020-05-27 21:49:00,8
"1786",2020-05-27 21:50:00,10
"1787",2020-05-27 21:51:00,10
"1788",2020-05-27 21:52:00,8
"1789",2020-05-27 21:53:00,6
"1790",2020-05-27 21:54:00,6
"1791",2020-05-27 21:55:00,11
"1792",2020-05-27 21:56:00,5
"1793",2020-05-27 21:57:00,9
"1794",2020-05-27 21:58:00,10
"1795",2020-05-27 21:59:00,7
"1796",2020-05-27 22:00:00,3
"1797",2020-05-27 22:01:00,9
"1798",2020-05-27 22:02:00,10
"1799",2020-05-27 22:03:00,9
"1800",2020-05-27 22:04:00,11
"1801",2020-05-27 22:05:00,8
"1802",2020-05-27 22:06:00,5
"1803",2020-05-27 22:07:00,6
"1804",2020-05-27 22:08:00,13
"1805",2020-05-27 22:09:00,8
"1806",2020-05-27 22:10:00,7
"1807",2020-05-27 22:11:00,15
"1808",2020-05-27 22:12:00,8
"1809",2020-05-27 22:13:00,7
"1810",2020-05-27 22:14:00,6
"1811",2020-05-27 22:15:00,12
"1812",2020-05-27 22:16:00,14
"1813",2020-05-27 22:17:00,8
"1814",2020-05-27 22:18:00,4
"1815",2020-05-27 22:19:00,7
"1816",2020-05-27 22:20:00,11
"1817",2020-05-27 22:21:00,12
"1818",2020-05-27 22:22:00,7
"1819",2020-05-27 22:23:00,8
"1820",2020-05-27 22:24:00,12
"1821",2020-05-27 22:25:00,8
"1822",2020-05-27 22:26:00,7
"1823",2020-05-27 22:27:00,11
"1824",2020-05-27 22:28:00,11
"1825",2020-05-27 22:29:00,4
"1826",2020-05-27 22:30:00,11
"1827",2020-05-27 22:31:00,8
"1828",2020-05-27 22:32:00,11
"1829",2020-05-27 22:33:00,8
"1830",2020-05-27 22:34:00,7
"1831",2020-05-27 22:35:00,8
"1832",2020-05-27 22:36:00,10
"1833",2020-05-27 22:37:00,4
"1834",2020-05-27 22:38:00,9
"1835",2020-05-27 22:39:00,6
"1836",2020-05-27 22:40:00,3
"1837",2020-05-27 22:41:00,11
"1838",2020-05-27 22:42:00,5
"1839",2020-05-27 22:43:00,11
"1840",2020-05-27 22:44:00,4
"1841",2020-05-27 22:45:00,2
"1842",2020-05-27 22:46:00,4
"1843",2020-05-27 22:47:00,7
"1844",2020-05-27 22:48:00,4
"1845",2020-05-27 22:49:00,6
"1846",2020-05-27 22:50:00,9
"1847",2020-05-27 22:51:00,9
"1848",2020-05-27 22:52:00,3
"1849",2020-05-27 22:53:00,9
"1850",2020-05-27 22:54:00,12
"1851",2020-05-27 22:55:00,8
"1852",2020-05-27 22:56:00,2
"1853",2020-05-27 22:57:00,10
"1854",2020-05-27 22:58:00,10
"1855",2020-05-27 22:59:00,7
"1856",2020-05-27 23:00:00,7
"1857",2020-05-27 23:01:00,9
"1858",2020-05-27 23:02:00,14
"1859",2020-05-27 23:03:00,6
"1860",2020-05-27 23:04:00,14
"1861",2020-05-27 23:05:00,6
"1862",2020-05-27 23:06:00,8
"1863",2020-05-27 23:07:00,7
"1864",2020-05-27 23:08:00,4
"1865",2020-05-27 23:09:00,5
"1866",2020-05-27 23:10:00,8
"1867",2020-05-27 23:11:00,5
"1868",2020-05-27 23:12:00,10
"1869",2020-05-27 23:13:00,6
"1870",2020-05-27 23:14:00,3
"1871",2020-05-27 23:15:00,6
"1872",2020-05-27 23:16:00,9
"1873",2020-05-27 23:17:00,8
"1874",2020-05-27 23:18:00,4
"1875",2020-05-27 23:19:00,6
"1876",2020-05-27 23:20:00,9
"1877",2020-05-27 23:21:00,5
"1878",2020-05-27 23:22:00,6
"1879",2020-05-27 23:23:00,5
"1880",2020-05-27 23:24:00,7
"1881",2020-05-27 23:25:00,7
"1882",2020-05-27 23:26:00,8
"1883",2020-05-27 23:27:00,8
"1884",2020-05-27 23:28:00,2
"1885",2020-05-27 23:29:00,4
"1886",2020-05-27 23:30:00,7
"1887",2020-05-27 23:32:00,3
"1888",2020-05-27 23:33:00,4
"1889",2020-05-27 23:34:00,3
"1890",2020-05-27 23:35:00,6
"1891",2020-05-27 23:36:00,5
"1892",2020-05-27 23:37:00,2
"1893",2020-05-27 23:38:00,2
"1894",2020-05-27 23:39:00,2
"1895",2020-05-27 23:40:00,3
"1896",2020-05-27 23:43:00,4
"1897",2020-05-27 23:44:00,10
"1898",2020-05-27 23:45:00,7
"1899",2020-05-27 23:46:00,6
"1900",2020-05-27 23:47:00,6
"1901",2020-05-27 23:48:00,4
"1902",2020-05-27 23:49:00,4
"1903",2020-05-27 23:50:00,3
"1904",2020-05-27 23:51:00,6
"1905",2020-05-27 23:52:00,2
"1906",2020-05-27 23:53:00,2
"1907",2020-05-27 23:55:00,4
"1908",2020-05-27 23:56:00,1
"1909",2020-05-27 23:57:00,4
"1910",2020-05-27 23:58:00,1
"1911",2020-05-27 23:59:00,5
"1912",2020-05-28 00:00:00,5
"1913",2020-05-28 00:01:00,1
"1914",2020-05-28 00:02:00,3
"1915",2020-05-28 00:03:00,6
"1916",2020-05-28 00:04:00,1
"1917",2020-05-28 00:05:00,2
"1918",2020-05-28 00:06:00,3
"1919",2020-05-28 00:07:00,2
"1920",2020-05-28 00:08:00,1
"1921",2020-05-28 00:09:00,2
"1922",2020-05-28 00:10:00,2
"1923",2020-05-28 00:11:00,7
"1924",2020-05-28 00:12:00,2
"1925",2020-05-28 00:13:00,8
"1926",2020-05-28 00:14:00,6
"1927",2020-05-28 00:15:00,3
"1928",2020-05-28 00:16:00,6
"1929",2020-05-28 00:17:00,3
"1930",2020-05-28 00:18:00,2
"1931",2020-05-28 00:19:00,1
"1932",2020-05-28 00:20:00,3
"1933",2020-05-28 00:21:00,6
"1934",2020-05-28 00:22:00,3
"1935",2020-05-28 00:23:00,2
"1936",2020-05-28 00:24:00,3
"1937",2020-05-28 00:25:00,2
"1938",2020-05-28 00:26:00,4
"1939",2020-05-28 00:27:00,2
"1940",2020-05-28 00:28:00,3
"1941",2020-05-28 00:29:00,7
"1942",2020-05-28 00:30:00,1
"1943",2020-05-28 00:31:00,5
"1944",2020-05-28 00:32:00,2
"1945",2020-05-28 00:33:00,5
"1946",2020-05-28 00:34:00,7
"1947",2020-05-28 00:35:00,4
"1948",2020-05-28 00:36:00,4
"1949",2020-05-28 00:38:00,2
"1950",2020-05-28 00:39:00,7
"1951",2020-05-28 00:40:00,4
"1952",2020-05-28 00:41:00,2
"1953",2020-05-28 00:43:00,4
"1954",2020-05-28 00:44:00,1
"1955",2020-05-28 00:45:00,3
"1956",2020-05-28 00:46:00,1
"1957",2020-05-28 00:47:00,3
"1958",2020-05-28 00:48:00,2
"1959",2020-05-28 00:49:00,2
"1960",2020-05-28 00:50:00,2
"1961",2020-05-28 00:51:00,3
"1962",2020-05-28 00:52:00,6
"1963",2020-05-28 00:53:00,5
"1964",2020-05-28 00:54:00,6
"1965",2020-05-28 00:55:00,2
"1966",2020-05-28 00:56:00,1
"1967",2020-05-28 00:57:00,1
"1968",2020-05-28 00:58:00,6
"1969",2020-05-28 00:59:00,5
"1970",2020-05-28 01:00:00,1
"1971",2020-05-28 01:01:00,5
"1972",2020-05-28 01:02:00,5
"1973",2020-05-28 01:03:00,1
"1974",2020-05-28 01:04:00,4
"1975",2020-05-28 01:05:00,1
"1976",2020-05-28 01:06:00,2
"1977",2020-05-28 01:07:00,3
"1978",2020-05-28 01:08:00,2
"1979",2020-05-28 01:09:00,2
"1980",2020-05-28 01:10:00,2
"1981",2020-05-28 01:11:00,3
"1982",2020-05-28 01:12:00,2
"1983",2020-05-28 01:13:00,1
"1984",2020-05-28 01:14:00,3
"1985",2020-05-28 01:15:00,3
"1986",2020-05-28 01:16:00,4
"1987",2020-05-28 01:17:00,3
"1988",2020-05-28 01:18:00,4
"1989",2020-05-28 01:19:00,5
"1990",2020-05-28 01:20:00,6
"1991",2020-05-28 01:21:00,6
"1992",2020-05-28 01:22:00,6
"1993",2020-05-28 01:23:00,6
"1994",2020-05-28 01:24:00,7
"1995",2020-05-28 01:25:00,1
"1996",2020-05-28 01:27:00,1
"1997",2020-05-28 01:28:00,4
"1998",2020-05-28 01:29:00,2
"1999",2020-05-28 01:31:00,1
"2000",2020-05-28 01:32:00,3
"2001",2020-05-28 01:33:00,3
"2002",2020-05-28 01:34:00,2
"2003",2020-05-28 01:35:00,1
"2004",2020-05-28 01:36:00,3
"2005",2020-05-28 01:37:00,4
"2006",2020-05-28 01:38:00,3
"2007",2020-05-28 01:39:00,1
"2008",2020-05-28 01:40:00,2
"2009",2020-05-28 01:41:00,2
"2010",2020-05-28 01:42:00,3
"2011",2020-05-28 01:44:00,5
"2012",2020-05-28 01:45:00,1
"2013",2020-05-28 01:46:00,3
"2014",2020-05-28 01:47:00,5
"2015",2020-05-28 01:48:00,1
"2016",2020-05-28 01:49:00,2
"2017",2020-05-28 01:51:00,3
"2018",2020-05-28 01:53:00,3
"2019",2020-05-28 01:54:00,1
"2020",2020-05-28 01:55:00,3
"2021",2020-05-28 01:56:00,2
"2022",2020-05-28 01:57:00,3
"2023",2020-05-28 01:58:00,1
"2024",2020-05-28 01:59:00,2
"2025",2020-05-28 02:00:00,5
"2026",2020-05-28 02:01:00,1
"2027",2020-05-28 02:02:00,3
"2028",2020-05-28 02:04:00,2
"2029",2020-05-28 02:05:00,2
"2030",2020-05-28 02:06:00,1
"2031",2020-05-28 02:07:00,2
"2032",2020-05-28 02:08:00,1
"2033",2020-05-28 02:09:00,1
"2034",2020-05-28 02:10:00,3
"2035",2020-05-28 02:11:00,1
"2036",2020-05-28 02:12:00,2
"2037",2020-05-28 02:13:00,3
"2038",2020-05-28 02:14:00,1
"2039",2020-05-28 02:15:00,1
"2040",2020-05-28 02:16:00,3
"2041",2020-05-28 02:17:00,1
"2042",2020-05-28 02:20:00,3
"2043",2020-05-28 02:21:00,2
"2044",2020-05-28 02:22:00,3
"2045",2020-05-28 02:23:00,5
"2046",2020-05-28 02:24:00,3
"2047",2020-05-28 02:25:00,2
"2048",2020-05-28 02:27:00,2
"2049",2020-05-28 02:28:00,1
"2050",2020-05-28 02:29:00,3
"2051",2020-05-28 02:30:00,1
"2052",2020-05-28 02:31:00,2
"2053",2020-05-28 02:32:00,1
"2054",2020-05-28 02:33:00,3
"2055",2020-05-28 02:34:00,2
"2056",2020-05-28 02:35:00,4
"2057",2020-05-28 02:36:00,1
"2058",2020-05-28 02:37:00,2
"2059",2020-05-28 02:38:00,1
"2060",2020-05-28 02:39:00,1
"2061",2020-05-28 02:41:00,1
"2062",2020-05-28 02:42:00,3
"2063",2020-05-28 02:43:00,2
"2064",2020-05-28 02:44:00,5
"2065",2020-05-28 02:45:00,3
"2066",2020-05-28 02:46:00,4
"2067",2020-05-28 02:47:00,1
"2068",2020-05-28 02:48:00,2
"2069",2020-05-28 02:49:00,2
"2070",2020-05-28 02:50:00,4
"2071",2020-05-28 02:51:00,3
"2072",2020-05-28 02:52:00,3
"2073",2020-05-28 02:53:00,2
"2074",2020-05-28 02:54:00,1
"2075",2020-05-28 02:55:00,2
"2076",2020-05-28 02:56:00,1
"2077",2020-05-28 02:57:00,3
"2078",2020-05-28 02:58:00,5
"2079",2020-05-28 02:59:00,1
"2080",2020-05-28 03:00:00,1
"2081",2020-05-28 03:01:00,1
"2082",2020-05-28 03:02:00,3
"2083",2020-05-28 03:03:00,5
"2084",2020-05-28 03:04:00,5
"2085",2020-05-28 03:05:00,3
"2086",2020-05-28 03:06:00,3
"2087",2020-05-28 03:07:00,5
"2088",2020-05-28 03:08:00,2
"2089",2020-05-28 03:09:00,1
"2090",2020-05-28 03:10:00,2
"2091",2020-05-28 03:11:00,4
"2092",2020-05-28 03:12:00,4
"2093",2020-05-28 03:14:00,1
"2094",2020-05-28 03:15:00,1
"2095",2020-05-28 03:17:00,2
"2096",2020-05-28 03:18:00,4
"2097",2020-05-28 03:19:00,1
"2098",2020-05-28 03:20:00,2
"2099",2020-05-28 03:21:00,4
"2100",2020-05-28 03:22:00,2
"2101",2020-05-28 03:23:00,3
"2102",2020-05-28 03:24:00,3
"2103",2020-05-28 03:25:00,3
"2104",2020-05-28 03:26:00,2
"2105",2020-05-28 03:27:00,3
"2106",2020-05-28 03:28:00,6
"2107",2020-05-28 03:29:00,3
"2108",2020-05-28 03:30:00,5
"2109",2020-05-28 03:31:00,3
"2110",2020-05-28 03:32:00,4
"2111",2020-05-28 03:33:00,3
"2112",2020-05-28 03:34:00,3
"2113",2020-05-28 03:35:00,3
"2114",2020-05-28 03:36:00,3
"2115",2020-05-28 03:37:00,5
"2116",2020-05-28 03:38:00,4
"2117",2020-05-28 03:39:00,2
"2118",2020-05-28 03:40:00,1
"2119",2020-05-28 03:41:00,2
"2120",2020-05-28 03:42:00,6
"2121",2020-05-28 03:44:00,3
"2122",2020-05-28 03:45:00,4
"2123",2020-05-28 03:46:00,2
"2124",2020-05-28 03:47:00,1
"2125",2020-05-28 03:48:00,1
"2126",2020-05-28 03:49:00,1
"2127",2020-05-28 03:50:00,2
"2128",2020-05-28 03:51:00,2
"2129",2020-05-28 03:52:00,1
"2130",2020-05-28 03:53:00,3
"2131",2020-05-28 03:54:00,3
"2132",2020-05-28 03:55:00,3
"2133",2020-05-28 03:57:00,4
"2134",2020-05-28 03:58:00,2
"2135",2020-05-28 03:59:00,1
"2136",2020-05-28 04:00:00,4
"2137",2020-05-28 04:01:00,3
"2138",2020-05-28 04:02:00,2
"2139",2020-05-28 04:03:00,2
"2140",2020-05-28 04:04:00,4
"2141",2020-05-28 04:05:00,3
"2142",2020-05-28 04:06:00,4
"2143",2020-05-28 04:07:00,2
"2144",2020-05-28 04:08:00,4
"2145",2020-05-28 04:09:00,1
"2146",2020-05-28 04:10:00,3
"2147",2020-05-28 04:11:00,1
"2148",2020-05-28 04:12:00,4
"2149",2020-05-28 04:13:00,1
"2150",2020-05-28 04:14:00,2
"2151",2020-05-28 04:15:00,3
"2152",2020-05-28 04:16:00,2
"2153",2020-05-28 04:17:00,5
"2154",2020-05-28 04:19:00,4
"2155",2020-05-28 04:20:00,2
"2156",2020-05-28 04:21:00,1
"2157",2020-05-28 04:22:00,4
"2158",2020-05-28 04:23:00,4
"2159",2020-05-28 04:24:00,3
"2160",2020-05-28 04:25:00,4
"2161",2020-05-28 04:27:00,2
"2162",2020-05-28 04:28:00,2
"2163",2020-05-28 04:29:00,1
"2164",2020-05-28 04:30:00,2
"2165",2020-05-28 04:31:00,2
"2166",2020-05-28 04:32:00,4
"2167",2020-05-28 04:33:00,7
"2168",2020-05-28 04:34:00,1
"2169",2020-05-28 04:35:00,3
"2170",2020-05-28 04:36:00,5
"2171",2020-05-28 04:37:00,4
"2172",2020-05-28 04:38:00,1
"2173",2020-05-28 04:39:00,3
"2174",2020-05-28 04:40:00,3
"2175",2020-05-28 04:41:00,3
"2176",2020-05-28 04:42:00,2
"2177",2020-05-28 04:43:00,5
"2178",2020-05-28 04:44:00,2
"2179",2020-05-28 04:45:00,2
"2180",2020-05-28 04:46:00,2
"2181",2020-05-28 04:47:00,1
"2182",2020-05-28 04:48:00,3
"2183",2020-05-28 04:49:00,3
"2184",2020-05-28 04:50:00,2
"2185",2020-05-28 04:51:00,4
"2186",2020-05-28 04:52:00,3
"2187",2020-05-28 04:53:00,5
"2188",2020-05-28 04:54:00,4
"2189",2020-05-28 04:55:00,4
"2190",2020-05-28 04:56:00,3
"2191",2020-05-28 04:57:00,4
"2192",2020-05-28 04:59:00,1
"2193",2020-05-28 05:00:00,7
"2194",2020-05-28 05:01:00,1
"2195",2020-05-28 05:02:00,3
"2196",2020-05-28 05:03:00,3
"2197",2020-05-28 05:04:00,1
"2198",2020-05-28 05:05:00,7
"2199",2020-05-28 05:06:00,9
"2200",2020-05-28 05:07:00,3
"2201",2020-05-28 05:08:00,4
"2202",2020-05-28 05:09:00,5
"2203",2020-05-28 05:10:00,2
"2204",2020-05-28 05:11:00,1
"2205",2020-05-28 05:12:00,4
"2206",2020-05-28 05:13:00,4
"2207",2020-05-28 05:14:00,2
"2208",2020-05-28 05:15:00,2
"2209",2020-05-28 05:16:00,2
"2210",2020-05-28 05:17:00,4
"2211",2020-05-28 05:18:00,7
"2212",2020-05-28 05:19:00,5
"2213",2020-05-28 05:20:00,5
"2214",2020-05-28 05:21:00,5
"2215",2020-05-28 05:22:00,12
"2216",2020-05-28 05:23:00,7
"2217",2020-05-28 05:24:00,6
"2218",2020-05-28 05:25:00,3
"2219",2020-05-28 05:26:00,3
"2220",2020-05-28 05:27:00,5
"2221",2020-05-28 05:28:00,6
"2222",2020-05-28 05:29:00,7
"2223",2020-05-28 05:30:00,6
"2224",2020-05-28 05:31:00,8
"2225",2020-05-28 05:32:00,9
"2226",2020-05-28 05:33:00,10
"2227",2020-05-28 05:34:00,1
"2228",2020-05-28 05:35:00,7
"2229",2020-05-28 05:36:00,4
"2230",2020-05-28 05:37:00,10
"2231",2020-05-28 05:38:00,2
"2232",2020-05-28 05:39:00,6
"2233",2020-05-28 05:40:00,8
"2234",2020-05-28 05:41:00,8
"2235",2020-05-28 05:42:00,7
"2236",2020-05-28 05:43:00,5
"2237",2020-05-28 05:44:00,4
"2238",2020-05-28 05:45:00,2
"2239",2020-05-28 05:46:00,8
"2240",2020-05-28 05:47:00,9
"2241",2020-05-28 05:48:00,5
"2242",2020-05-28 05:49:00,8
"2243",2020-05-28 05:50:00,3
"2244",2020-05-28 05:51:00,8
"2245",2020-05-28 05:52:00,8
"2246",2020-05-28 05:53:00,10
"2247",2020-05-28 05:54:00,9
"2248",2020-05-28 05:55:00,5
"2249",2020-05-28 05:56:00,1
"2250",2020-05-28 05:57:00,4
"2251",2020-05-28 05:58:00,8
"2252",2020-05-28 05:59:00,8
"2253",2020-05-28 06:00:00,12
"2254",2020-05-28 06:01:00,7
"2255",2020-05-28 06:02:00,6
"2256",2020-05-28 06:03:00,4
"2257",2020-05-28 06:04:00,12
